"path_audio","sample.rate","channels","bits","samples","fsize","sm_model","sensor_name","date","day","time","hour","length"
"SM302298__0__20170405_121000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-05 12:10:00","2017-04-05","12:10:00","12",5
"SM302298__0__20170405_122000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-05 12:20:00","2017-04-05","12:20:00","12",5
"SM302298__0__20170405_123000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-05 12:30:00","2017-04-05","12:30:00","12",5
"SM302298__0__20170405_124000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-05 12:40:00","2017-04-05","12:40:00","12",5
"SM302298__0__20170405_125000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-05 12:50:00","2017-04-05","12:50:00","12",5
"SM302298__0__20170405_130000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-05 13:00:00","2017-04-05","13:00:00","13",5
"SM302298__0__20170405_131000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-05 13:10:00","2017-04-05","13:10:00","13",5
"SM302298__0__20170405_132000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-05 13:20:00","2017-04-05","13:20:00","13",5
"SM302298__0__20170405_133000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-05 13:30:00","2017-04-05","13:30:00","13",5
"SM302298__0__20170405_134000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-05 13:40:00","2017-04-05","13:40:00","13",5
"SM302298__0__20170405_135000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-05 13:50:00","2017-04-05","13:50:00","13",5
"SM302298__0__20170405_140000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-05 14:00:00","2017-04-05","14:00:00","14",5
"SM302298__0__20170405_141000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-05 14:10:00","2017-04-05","14:10:00","14",5
"SM302298__0__20170405_142000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-05 14:20:00","2017-04-05","14:20:00","14",5
"SM302298__0__20170405_143000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-05 14:30:00","2017-04-05","14:30:00","14",5
"SM302298__0__20170405_144000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-05 14:40:00","2017-04-05","14:40:00","14",5
"SM302298__0__20170405_145000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-05 14:50:00","2017-04-05","14:50:00","14",5
"SM302298__0__20170405_150000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-05 15:00:00","2017-04-05","15:00:00","15",5
"SM302298__0__20170405_151000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-05 15:10:00","2017-04-05","15:10:00","15",5
"SM302298__0__20170405_152000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-05 15:20:00","2017-04-05","15:20:00","15",5
"SM302298__0__20170405_153000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-05 15:30:00","2017-04-05","15:30:00","15",5
"SM302298__0__20170405_154000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-05 15:40:00","2017-04-05","15:40:00","15",5
"SM302298__0__20170405_155000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-05 15:50:00","2017-04-05","15:50:00","15",5
"SM302298__0__20170405_160000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-05 16:00:00","2017-04-05","16:00:00","16",5
"SM302298__0__20170405_161000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-05 16:10:00","2017-04-05","16:10:00","16",5
"SM302298__0__20170405_162000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-05 16:20:00","2017-04-05","16:20:00","16",5
"SM302298__0__20170405_163000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-05 16:30:00","2017-04-05","16:30:00","16",5
"SM302298__0__20170405_164000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-05 16:40:00","2017-04-05","16:40:00","16",5
"SM302298__0__20170405_165000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-05 16:50:00","2017-04-05","16:50:00","16",5
"SM302298__0__20170405_170000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-05 17:00:00","2017-04-05","17:00:00","17",5
"SM302298__0__20170405_171000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-05 17:10:00","2017-04-05","17:10:00","17",5
"SM302298__0__20170405_172000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-05 17:20:00","2017-04-05","17:20:00","17",5
"SM302298__0__20170405_173000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-05 17:30:00","2017-04-05","17:30:00","17",5
"SM302298__0__20170405_174000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-05 17:40:00","2017-04-05","17:40:00","17",5
"SM302298__0__20170405_175000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-05 17:50:00","2017-04-05","17:50:00","17",5
"SM302298__0__20170405_180000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-05 18:00:00","2017-04-05","18:00:00","18",5
"SM302298__0__20170405_181000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-05 18:10:00","2017-04-05","18:10:00","18",5
"SM302298__0__20170405_182000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-05 18:20:00","2017-04-05","18:20:00","18",5
"SM302298__0__20170405_183000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-05 18:30:00","2017-04-05","18:30:00","18",5
"SM302298__0__20170405_184000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-05 18:40:00","2017-04-05","18:40:00","18",5
"SM302298__0__20170405_185000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-05 18:50:00","2017-04-05","18:50:00","18",5
"SM302298__0__20170405_190000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-05 19:00:00","2017-04-05","19:00:00","19",5
"SM302298__0__20170405_191000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-05 19:10:00","2017-04-05","19:10:00","19",5
"SM302298__0__20170405_192000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-05 19:20:00","2017-04-05","19:20:00","19",5
"SM302298__0__20170405_193000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-05 19:30:00","2017-04-05","19:30:00","19",5
"SM302298__0__20170405_194000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-05 19:40:00","2017-04-05","19:40:00","19",5
"SM302298__0__20170405_195000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-05 19:50:00","2017-04-05","19:50:00","19",5
"SM302298__0__20170405_200000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-05 20:00:00","2017-04-05","20:00:00","20",5
"SM302298__0__20170405_201000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-05 20:10:00","2017-04-05","20:10:00","20",5
"SM302298__0__20170405_202000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-05 20:20:00","2017-04-05","20:20:00","20",5
"SM302298__0__20170405_203000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-05 20:30:00","2017-04-05","20:30:00","20",5
"SM302298__0__20170405_204000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-05 20:40:00","2017-04-05","20:40:00","20",5
"SM302298__0__20170405_205000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-05 20:50:00","2017-04-05","20:50:00","20",5
"SM302298__0__20170405_210000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-05 21:00:00","2017-04-05","21:00:00","21",5
"SM302298__0__20170405_211000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-05 21:10:00","2017-04-05","21:10:00","21",5
"SM302298__0__20170405_212000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-05 21:20:00","2017-04-05","21:20:00","21",5
"SM302298__0__20170405_213000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-05 21:30:00","2017-04-05","21:30:00","21",5
"SM302298__0__20170405_214000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-05 21:40:00","2017-04-05","21:40:00","21",5
"SM302298__0__20170405_215000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-05 21:50:00","2017-04-05","21:50:00","21",5
"SM302298__0__20170405_220000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-05 22:00:00","2017-04-05","22:00:00","22",5
"SM302298__0__20170405_221000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-05 22:10:00","2017-04-05","22:10:00","22",5
"SM302298__0__20170405_222000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-05 22:20:00","2017-04-05","22:20:00","22",5
"SM302298__0__20170405_223000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-05 22:30:00","2017-04-05","22:30:00","22",5
"SM302298__0__20170405_224000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-05 22:40:00","2017-04-05","22:40:00","22",5
"SM302298__0__20170405_225000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-05 22:50:00","2017-04-05","22:50:00","22",5
"SM302298__0__20170405_230000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-05 23:00:00","2017-04-05","23:00:00","23",5
"SM302298__0__20170405_231000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-05 23:10:00","2017-04-05","23:10:00","23",5
"SM302298__0__20170405_232000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-05 23:20:00","2017-04-05","23:20:00","23",5
"SM302298__0__20170405_233000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-05 23:30:00","2017-04-05","23:30:00","23",5
"SM302298__0__20170405_234000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-05 23:40:00","2017-04-05","23:40:00","23",5
"SM302298__0__20170405_235000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-05 23:50:00","2017-04-05","23:50:00","23",5
"SM302298__0__20170406_000000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-06 00:00:00","2017-04-06","00:00:00","00",5
"SM302298__0__20170406_001000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-06 00:10:00","2017-04-06","00:10:00","00",5
"SM302298__0__20170406_002000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-06 00:20:00","2017-04-06","00:20:00","00",5
"SM302298__0__20170406_003000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-06 00:30:00","2017-04-06","00:30:00","00",5
"SM302298__0__20170406_004000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-06 00:40:00","2017-04-06","00:40:00","00",5
"SM302298__0__20170406_005000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-06 00:50:00","2017-04-06","00:50:00","00",5
"SM302298__0__20170406_010000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-06 01:00:00","2017-04-06","01:00:00","01",5
"SM302298__0__20170406_011000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-06 01:10:00","2017-04-06","01:10:00","01",5
"SM302298__0__20170406_012000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-06 01:20:00","2017-04-06","01:20:00","01",5
"SM302298__0__20170406_013000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-06 01:30:00","2017-04-06","01:30:00","01",5
"SM302298__0__20170406_014000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-06 01:40:00","2017-04-06","01:40:00","01",5
"SM302298__0__20170406_015000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-06 01:50:00","2017-04-06","01:50:00","01",5
"SM302298__0__20170406_020000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-06 02:00:00","2017-04-06","02:00:00","02",5
"SM302298__0__20170406_021000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-06 02:10:00","2017-04-06","02:10:00","02",5
"SM302298__0__20170406_022000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-06 02:20:00","2017-04-06","02:20:00","02",5
"SM302298__0__20170406_023000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-06 02:30:00","2017-04-06","02:30:00","02",5
"SM302298__0__20170406_024000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-06 02:40:00","2017-04-06","02:40:00","02",5
"SM302298__0__20170406_025000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-06 02:50:00","2017-04-06","02:50:00","02",5
"SM302298__0__20170406_030000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-06 03:00:00","2017-04-06","03:00:00","03",5
"SM302298__0__20170406_031000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-06 03:10:00","2017-04-06","03:10:00","03",5
"SM302298__0__20170406_032000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-06 03:20:00","2017-04-06","03:20:00","03",5
"SM302298__0__20170406_033000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-06 03:30:00","2017-04-06","03:30:00","03",5
"SM302298__0__20170406_034000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-06 03:40:00","2017-04-06","03:40:00","03",5
"SM302298__0__20170406_035000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-06 03:50:00","2017-04-06","03:50:00","03",5
"SM302298__0__20170406_040000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-06 04:00:00","2017-04-06","04:00:00","04",5
"SM302298__0__20170406_041000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-06 04:10:00","2017-04-06","04:10:00","04",5
"SM302298__0__20170406_042000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-06 04:20:00","2017-04-06","04:20:00","04",5
"SM302298__0__20170406_043000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-06 04:30:00","2017-04-06","04:30:00","04",5
"SM302298__0__20170406_044000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-06 04:40:00","2017-04-06","04:40:00","04",5
"SM302298__0__20170406_045000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-06 04:50:00","2017-04-06","04:50:00","04",5
"SM302298__0__20170406_050000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-06 05:00:00","2017-04-06","05:00:00","05",5
"SM302298__0__20170406_051000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-06 05:10:00","2017-04-06","05:10:00","05",5
"SM302298__0__20170406_052000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-06 05:20:00","2017-04-06","05:20:00","05",5
"SM302298__0__20170406_053000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-06 05:30:00","2017-04-06","05:30:00","05",5
"SM302298__0__20170406_054000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-06 05:40:00","2017-04-06","05:40:00","05",5
"SM302298__0__20170406_055000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-06 05:50:00","2017-04-06","05:50:00","05",5
"SM302298__0__20170406_060000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-06 06:00:00","2017-04-06","06:00:00","06",5
"SM302298__0__20170406_061000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-06 06:10:00","2017-04-06","06:10:00","06",5
"SM302298__0__20170406_062000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-06 06:20:00","2017-04-06","06:20:00","06",5
"SM302298__0__20170406_063000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-06 06:30:00","2017-04-06","06:30:00","06",5
"SM302298__0__20170406_064000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-06 06:40:00","2017-04-06","06:40:00","06",5
"SM302298__0__20170406_065000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-06 06:50:00","2017-04-06","06:50:00","06",5
"SM302298__0__20170406_070000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-06 07:00:00","2017-04-06","07:00:00","07",5
"SM302298__0__20170406_071000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-06 07:10:00","2017-04-06","07:10:00","07",5
"SM302298__0__20170406_072000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-06 07:20:00","2017-04-06","07:20:00","07",5
"SM302298__0__20170406_073000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-06 07:30:00","2017-04-06","07:30:00","07",5
"SM302298__0__20170406_074000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-06 07:40:00","2017-04-06","07:40:00","07",5
"SM302298__0__20170406_075000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-06 07:50:00","2017-04-06","07:50:00","07",5
"SM302298__0__20170406_080000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-06 08:00:00","2017-04-06","08:00:00","08",5
"SM302298__0__20170406_081000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-06 08:10:00","2017-04-06","08:10:00","08",5
"SM302298__0__20170406_082000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-06 08:20:00","2017-04-06","08:20:00","08",5
"SM302298__0__20170406_083000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-06 08:30:00","2017-04-06","08:30:00","08",5
"SM302298__0__20170406_084000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-06 08:40:00","2017-04-06","08:40:00","08",5
"SM302298__0__20170406_085000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-06 08:50:00","2017-04-06","08:50:00","08",5
"SM302298__0__20170406_090000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-06 09:00:00","2017-04-06","09:00:00","09",5
"SM302298__0__20170406_091000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-06 09:10:00","2017-04-06","09:10:00","09",5
"SM302298__0__20170406_092000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-06 09:20:00","2017-04-06","09:20:00","09",5
"SM302298__0__20170406_093000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-06 09:30:00","2017-04-06","09:30:00","09",5
"SM302298__0__20170406_094000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-06 09:40:00","2017-04-06","09:40:00","09",5
"SM302298__0__20170406_095000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-06 09:50:00","2017-04-06","09:50:00","09",5
"SM302298__0__20170406_100000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-06 10:00:00","2017-04-06","10:00:00","10",5
"SM302298__0__20170406_101000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-06 10:10:00","2017-04-06","10:10:00","10",5
"SM302298__0__20170406_102000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-06 10:20:00","2017-04-06","10:20:00","10",5
"SM302298__0__20170406_103000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-06 10:30:00","2017-04-06","10:30:00","10",5
"SM302298__0__20170406_104000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-06 10:40:00","2017-04-06","10:40:00","10",5
"SM302298__0__20170406_105000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-06 10:50:00","2017-04-06","10:50:00","10",5
"SM302298__0__20170406_110000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-06 11:00:00","2017-04-06","11:00:00","11",5
"SM302298__0__20170406_111000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-06 11:10:00","2017-04-06","11:10:00","11",5
"SM302298__0__20170406_112000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-06 11:20:00","2017-04-06","11:20:00","11",5
"SM302298__0__20170406_113000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-06 11:30:00","2017-04-06","11:30:00","11",5
"SM302298__0__20170406_114000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-06 11:40:00","2017-04-06","11:40:00","11",5
"SM302298__0__20170406_115000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-06 11:50:00","2017-04-06","11:50:00","11",5
"SM302298__0__20170406_120000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-06 12:00:00","2017-04-06","12:00:00","12",5
"SM302298__0__20170406_121000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-06 12:10:00","2017-04-06","12:10:00","12",5
"SM302298__0__20170406_122000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-06 12:20:00","2017-04-06","12:20:00","12",5
"SM302298__0__20170406_123000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-06 12:30:00","2017-04-06","12:30:00","12",5
"SM302298__0__20170406_124000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-06 12:40:00","2017-04-06","12:40:00","12",5
"SM302298__0__20170406_125000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-06 12:50:00","2017-04-06","12:50:00","12",5
"SM302298__0__20170406_130000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-06 13:00:00","2017-04-06","13:00:00","13",5
"SM302298__0__20170406_131000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-06 13:10:00","2017-04-06","13:10:00","13",5
"SM302298__0__20170406_132000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-06 13:20:00","2017-04-06","13:20:00","13",5
"SM302298__0__20170406_133000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-06 13:30:00","2017-04-06","13:30:00","13",5
"SM302298__0__20170406_134000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-06 13:40:00","2017-04-06","13:40:00","13",5
"SM302298__0__20170406_135000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-06 13:50:00","2017-04-06","13:50:00","13",5
"SM302298__0__20170406_140000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-06 14:00:00","2017-04-06","14:00:00","14",5
"SM302298__0__20170406_141000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-06 14:10:00","2017-04-06","14:10:00","14",5
"SM302298__0__20170406_142000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-06 14:20:00","2017-04-06","14:20:00","14",5
"SM302298__0__20170406_143000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-06 14:30:00","2017-04-06","14:30:00","14",5
"SM302298__0__20170406_144000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-06 14:40:00","2017-04-06","14:40:00","14",5
"SM302298__0__20170406_145000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-06 14:50:00","2017-04-06","14:50:00","14",5
"SM302298__0__20170406_150000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-06 15:00:00","2017-04-06","15:00:00","15",5
"SM302298__0__20170406_151000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-06 15:10:00","2017-04-06","15:10:00","15",5
"SM302298__0__20170406_152000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-06 15:20:00","2017-04-06","15:20:00","15",5
"SM302298__0__20170406_153000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-06 15:30:00","2017-04-06","15:30:00","15",5
"SM302298__0__20170406_154000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-06 15:40:00","2017-04-06","15:40:00","15",5
"SM302298__0__20170406_155000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-06 15:50:00","2017-04-06","15:50:00","15",5
"SM302298__0__20170406_160000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-06 16:00:00","2017-04-06","16:00:00","16",5
"SM302298__0__20170406_161000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-06 16:10:00","2017-04-06","16:10:00","16",5
"SM302298__0__20170406_162000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-06 16:20:00","2017-04-06","16:20:00","16",5
