"path_audio","sample.rate","channels","bits","samples","fsize","sm_model","sensor_name","date","day","time","hour","length"
"SM302298__0__20170404_033000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-04 03:30:00","2017-04-04","03:30:00","03",5
"SM302298__0__20170404_034000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-04 03:40:00","2017-04-04","03:40:00","03",5
"SM302298__0__20170404_035000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-04 03:50:00","2017-04-04","03:50:00","03",5
"SM302298__0__20170404_040000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-04 04:00:00","2017-04-04","04:00:00","04",5
"SM302298__0__20170404_041000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-04 04:10:00","2017-04-04","04:10:00","04",5
"SM302298__0__20170404_042000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-04 04:20:00","2017-04-04","04:20:00","04",5
"SM302298__0__20170404_043000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-04 04:30:00","2017-04-04","04:30:00","04",5
"SM302298__0__20170404_044000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-04 04:40:00","2017-04-04","04:40:00","04",5
"SM302298__0__20170404_045000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-04 04:50:00","2017-04-04","04:50:00","04",5
"SM302298__0__20170404_050000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-04 05:00:00","2017-04-04","05:00:00","05",5
"SM302298__0__20170404_051000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-04 05:10:00","2017-04-04","05:10:00","05",5
"SM302298__0__20170404_052000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-04 05:20:00","2017-04-04","05:20:00","05",5
"SM302298__0__20170404_053000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-04 05:30:00","2017-04-04","05:30:00","05",5
"SM302298__0__20170404_054000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-04 05:40:00","2017-04-04","05:40:00","05",5
"SM302298__0__20170404_055000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-04 05:50:00","2017-04-04","05:50:00","05",5
"SM302298__0__20170404_060000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-04 06:00:00","2017-04-04","06:00:00","06",5
"SM302298__0__20170404_061000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-04 06:10:00","2017-04-04","06:10:00","06",5
"SM302298__0__20170404_062000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-04 06:20:00","2017-04-04","06:20:00","06",5
"SM302298__0__20170404_063000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-04 06:30:00","2017-04-04","06:30:00","06",5
"SM302298__0__20170404_064000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-04 06:40:00","2017-04-04","06:40:00","06",5
"SM302298__0__20170404_065000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-04 06:50:00","2017-04-04","06:50:00","06",5
"SM302298__0__20170404_070000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-04 07:00:00","2017-04-04","07:00:00","07",5
"SM302298__0__20170404_071000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-04 07:10:00","2017-04-04","07:10:00","07",5
"SM302298__0__20170404_072000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-04 07:20:00","2017-04-04","07:20:00","07",5
"SM302298__0__20170404_073000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-04 07:30:00","2017-04-04","07:30:00","07",5
"SM302298__0__20170404_074000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-04 07:40:00","2017-04-04","07:40:00","07",5
"SM302298__0__20170404_075000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-04 07:50:00","2017-04-04","07:50:00","07",5
"SM302298__0__20170404_080000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-04 08:00:00","2017-04-04","08:00:00","08",5
"SM302298__0__20170404_081000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-04 08:10:00","2017-04-04","08:10:00","08",5
"SM302298__0__20170404_082000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-04 08:20:00","2017-04-04","08:20:00","08",5
"SM302298__0__20170404_083000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-04 08:30:00","2017-04-04","08:30:00","08",5
"SM302298__0__20170404_084000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-04 08:40:00","2017-04-04","08:40:00","08",5
"SM302298__0__20170404_085000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-04 08:50:00","2017-04-04","08:50:00","08",5
"SM302298__0__20170404_090000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-04 09:00:00","2017-04-04","09:00:00","09",5
"SM302298__0__20170404_091000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-04 09:10:00","2017-04-04","09:10:00","09",5
"SM302298__0__20170404_092000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-04 09:20:00","2017-04-04","09:20:00","09",5
"SM302298__0__20170404_093000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-04 09:30:00","2017-04-04","09:30:00","09",5
"SM302298__0__20170404_094000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-04 09:40:00","2017-04-04","09:40:00","09",5
"SM302298__0__20170404_095000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-04 09:50:00","2017-04-04","09:50:00","09",5
"SM302298__0__20170404_100000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-04 10:00:00","2017-04-04","10:00:00","10",5
"SM302298__0__20170404_101000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-04 10:10:00","2017-04-04","10:10:00","10",5
"SM302298__0__20170404_102000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-04 10:20:00","2017-04-04","10:20:00","10",5
"SM302298__0__20170404_103000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-04 10:30:00","2017-04-04","10:30:00","10",5
"SM302298__0__20170404_104000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-04 10:40:00","2017-04-04","10:40:00","10",5
"SM302298__0__20170404_105000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-04 10:50:00","2017-04-04","10:50:00","10",5
"SM302298__0__20170404_110000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-04 11:00:00","2017-04-04","11:00:00","11",5
"SM302298__0__20170404_111000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-04 11:10:00","2017-04-04","11:10:00","11",5
"SM302298__0__20170404_112000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-04 11:20:00","2017-04-04","11:20:00","11",5
"SM302298__0__20170404_113000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-04 11:30:00","2017-04-04","11:30:00","11",5
"SM302298__0__20170404_114000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-04 11:40:00","2017-04-04","11:40:00","11",5
"SM302298__0__20170404_115000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-04 11:50:00","2017-04-04","11:50:00","11",5
"SM302298__0__20170404_120000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-04 12:00:00","2017-04-04","12:00:00","12",5
"SM302298__0__20170404_121000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-04 12:10:00","2017-04-04","12:10:00","12",5
"SM302298__0__20170404_122000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-04 12:20:00","2017-04-04","12:20:00","12",5
"SM302298__0__20170404_123000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-04 12:30:00","2017-04-04","12:30:00","12",5
"SM302298__0__20170404_124000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-04 12:40:00","2017-04-04","12:40:00","12",5
"SM302298__0__20170404_125000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-04 12:50:00","2017-04-04","12:50:00","12",5
"SM302298__0__20170404_130000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-04 13:00:00","2017-04-04","13:00:00","13",5
"SM302298__0__20170404_131000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-04 13:10:00","2017-04-04","13:10:00","13",5
"SM302298__0__20170404_132000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-04 13:20:00","2017-04-04","13:20:00","13",5
"SM302298__0__20170404_133000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-04 13:30:00","2017-04-04","13:30:00","13",5
"SM302298__0__20170404_134000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-04 13:40:00","2017-04-04","13:40:00","13",5
"SM302298__0__20170404_135000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-04 13:50:00","2017-04-04","13:50:00","13",5
"SM302298__0__20170404_140000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-04 14:00:00","2017-04-04","14:00:00","14",5
"SM302298__0__20170404_141000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-04 14:10:00","2017-04-04","14:10:00","14",5
"SM302298__0__20170404_142000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-04 14:20:00","2017-04-04","14:20:00","14",5
"SM302298__0__20170404_143000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-04 14:30:00","2017-04-04","14:30:00","14",5
"SM302298__0__20170404_144000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-04 14:40:00","2017-04-04","14:40:00","14",5
"SM302298__0__20170404_145000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-04 14:50:00","2017-04-04","14:50:00","14",5
"SM302298__0__20170404_150000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-04 15:00:00","2017-04-04","15:00:00","15",5
"SM302298__0__20170404_151000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-04 15:10:00","2017-04-04","15:10:00","15",5
"SM302298__0__20170404_152000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-04 15:20:00","2017-04-04","15:20:00","15",5
"SM302298__0__20170404_153000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-04 15:30:00","2017-04-04","15:30:00","15",5
"SM302298__0__20170404_154000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-04 15:40:00","2017-04-04","15:40:00","15",5
"SM302298__0__20170404_155000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-04 15:50:00","2017-04-04","15:50:00","15",5
"SM302298__0__20170404_160000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-04 16:00:00","2017-04-04","16:00:00","16",5
"SM302298__0__20170404_161000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-04 16:10:00","2017-04-04","16:10:00","16",5
"SM302298__0__20170404_162000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-04 16:20:00","2017-04-04","16:20:00","16",5
"SM302298__0__20170404_163000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-04 16:30:00","2017-04-04","16:30:00","16",5
"SM302298__0__20170404_164000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-04 16:40:00","2017-04-04","16:40:00","16",5
"SM302298__0__20170404_165000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-04 16:50:00","2017-04-04","16:50:00","16",5
"SM302298__0__20170404_170000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-04 17:00:00","2017-04-04","17:00:00","17",5
"SM302298__0__20170404_171000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-04 17:10:00","2017-04-04","17:10:00","17",5
"SM302298__0__20170404_172000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-04 17:20:00","2017-04-04","17:20:00","17",5
"SM302298__0__20170404_173000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-04 17:30:00","2017-04-04","17:30:00","17",5
"SM302298__0__20170404_174000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-04 17:40:00","2017-04-04","17:40:00","17",5
"SM302298__0__20170404_175000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-04 17:50:00","2017-04-04","17:50:00","17",5
"SM302298__0__20170404_180000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-04 18:00:00","2017-04-04","18:00:00","18",5
"SM302298__0__20170404_181000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-04 18:10:00","2017-04-04","18:10:00","18",5
"SM302298__0__20170404_182000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-04 18:20:00","2017-04-04","18:20:00","18",5
"SM302298__0__20170404_183000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-04 18:30:00","2017-04-04","18:30:00","18",5
"SM302298__0__20170404_184000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-04 18:40:00","2017-04-04","18:40:00","18",5
"SM302298__0__20170404_185000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-04 18:50:00","2017-04-04","18:50:00","18",5
"SM302298__0__20170404_190000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-04 19:00:00","2017-04-04","19:00:00","19",5
"SM302298__0__20170404_191000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-04 19:10:00","2017-04-04","19:10:00","19",5
"SM302298__0__20170404_192000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-04 19:20:00","2017-04-04","19:20:00","19",5
"SM302298__0__20170404_193000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-04 19:30:00","2017-04-04","19:30:00","19",5
"SM302298__0__20170404_194000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-04 19:40:00","2017-04-04","19:40:00","19",5
"SM302298__0__20170404_195000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-04 19:50:00","2017-04-04","19:50:00","19",5
"SM302298__0__20170404_200000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-04 20:00:00","2017-04-04","20:00:00","20",5
"SM302298__0__20170404_201000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-04 20:10:00","2017-04-04","20:10:00","20",5
"SM302298__0__20170404_202000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-04 20:20:00","2017-04-04","20:20:00","20",5
"SM302298__0__20170404_203000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-04 20:30:00","2017-04-04","20:30:00","20",5
"SM302298__0__20170404_204000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-04 20:40:00","2017-04-04","20:40:00","20",5
"SM302298__0__20170404_205000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-04 20:50:00","2017-04-04","20:50:00","20",5
"SM302298__0__20170404_210000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-04 21:00:00","2017-04-04","21:00:00","21",5
"SM302298__0__20170404_211000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-04 21:10:00","2017-04-04","21:10:00","21",5
"SM302298__0__20170404_212000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-04 21:20:00","2017-04-04","21:20:00","21",5
"SM302298__0__20170404_213000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-04 21:30:00","2017-04-04","21:30:00","21",5
"SM302298__0__20170404_214000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-04 21:40:00","2017-04-04","21:40:00","21",5
"SM302298__0__20170404_215000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-04 21:50:00","2017-04-04","21:50:00","21",5
"SM302298__0__20170404_220000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-04 22:00:00","2017-04-04","22:00:00","22",5
"SM302298__0__20170404_221000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-04 22:10:00","2017-04-04","22:10:00","22",5
"SM302298__0__20170404_222000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-04 22:20:00","2017-04-04","22:20:00","22",5
"SM302298__0__20170404_223000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-04 22:30:00","2017-04-04","22:30:00","22",5
"SM302298__0__20170404_224000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-04 22:40:00","2017-04-04","22:40:00","22",5
"SM302298__0__20170404_225000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-04 22:50:00","2017-04-04","22:50:00","22",5
"SM302298__0__20170404_230000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-04 23:00:00","2017-04-04","23:00:00","23",5
"SM302298__0__20170404_231000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-04 23:10:00","2017-04-04","23:10:00","23",5
"SM302298__0__20170404_232000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-04 23:20:00","2017-04-04","23:20:00","23",5
"SM302298__0__20170404_233000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-04 23:30:00","2017-04-04","23:30:00","23",5
"SM302298__0__20170404_234000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-04 23:40:00","2017-04-04","23:40:00","23",5
"SM302298__0__20170404_235000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-04 23:50:00","2017-04-04","23:50:00","23",5
"SM302298__0__20170405_000000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-05 00:00:00","2017-04-05","00:00:00","00",5
"SM302298__0__20170405_001000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-05 00:10:00","2017-04-05","00:10:00","00",5
"SM302298__0__20170405_002000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-05 00:20:00","2017-04-05","00:20:00","00",5
"SM302298__0__20170405_003000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-05 00:30:00","2017-04-05","00:30:00","00",5
"SM302298__0__20170405_004000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-05 00:40:00","2017-04-05","00:40:00","00",5
"SM302298__0__20170405_005000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-05 00:50:00","2017-04-05","00:50:00","00",5
"SM302298__0__20170405_010000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-05 01:00:00","2017-04-05","01:00:00","01",5
"SM302298__0__20170405_011000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-05 01:10:00","2017-04-05","01:10:00","01",5
"SM302298__0__20170405_012000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-05 01:20:00","2017-04-05","01:20:00","01",5
"SM302298__0__20170405_013000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-05 01:30:00","2017-04-05","01:30:00","01",5
"SM302298__0__20170405_014000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-05 01:40:00","2017-04-05","01:40:00","01",5
"SM302298__0__20170405_015000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-05 01:50:00","2017-04-05","01:50:00","01",5
"SM302298__0__20170405_020000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-05 02:00:00","2017-04-05","02:00:00","02",5
"SM302298__0__20170405_021000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-05 02:10:00","2017-04-05","02:10:00","02",5
"SM302298__0__20170405_022000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-05 02:20:00","2017-04-05","02:20:00","02",5
"SM302298__0__20170405_023000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-05 02:30:00","2017-04-05","02:30:00","02",5
"SM302298__0__20170405_024000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-05 02:40:00","2017-04-05","02:40:00","02",5
"SM302298__0__20170405_025000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-05 02:50:00","2017-04-05","02:50:00","02",5
"SM302298__0__20170405_030000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-05 03:00:00","2017-04-05","03:00:00","03",5
"SM302298__0__20170405_031000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-05 03:10:00","2017-04-05","03:10:00","03",5
"SM302298__0__20170405_032000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-05 03:20:00","2017-04-05","03:20:00","03",5
"SM302298__0__20170405_033000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-05 03:30:00","2017-04-05","03:30:00","03",5
"SM302298__0__20170405_034000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-05 03:40:00","2017-04-05","03:40:00","03",5
"SM302298__0__20170405_035000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-05 03:50:00","2017-04-05","03:50:00","03",5
"SM302298__0__20170405_040000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-05 04:00:00","2017-04-05","04:00:00","04",5
"SM302298__0__20170405_041000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-05 04:10:00","2017-04-05","04:10:00","04",5
"SM302298__0__20170405_042000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-05 04:20:00","2017-04-05","04:20:00","04",5
"SM302298__0__20170405_043000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-05 04:30:00","2017-04-05","04:30:00","04",5
"SM302298__0__20170405_044000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-05 04:40:00","2017-04-05","04:40:00","04",5
"SM302298__0__20170405_045000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-05 04:50:00","2017-04-05","04:50:00","04",5
"SM302298__0__20170405_050000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-05 05:00:00","2017-04-05","05:00:00","05",5
"SM302298__0__20170405_051000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-05 05:10:00","2017-04-05","05:10:00","05",5
"SM302298__0__20170405_052000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-05 05:20:00","2017-04-05","05:20:00","05",5
"SM302298__0__20170405_053000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-05 05:30:00","2017-04-05","05:30:00","05",5
"SM302298__0__20170405_054000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-05 05:40:00","2017-04-05","05:40:00","05",5
"SM302298__0__20170405_055000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-05 05:50:00","2017-04-05","05:50:00","05",5
"SM302298__0__20170405_060000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-05 06:00:00","2017-04-05","06:00:00","06",5
"SM302298__0__20170405_061000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-05 06:10:00","2017-04-05","06:10:00","06",5
"SM302298__0__20170405_062000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-05 06:20:00","2017-04-05","06:20:00","06",5
"SM302298__0__20170405_063000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-05 06:30:00","2017-04-05","06:30:00","06",5
"SM302298__0__20170405_064000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-05 06:40:00","2017-04-05","06:40:00","06",5
"SM302298__0__20170405_065000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-05 06:50:00","2017-04-05","06:50:00","06",5
"SM302298__0__20170405_070000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-05 07:00:00","2017-04-05","07:00:00","07",5
"SM302298__0__20170405_071000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-05 07:10:00","2017-04-05","07:10:00","07",5
"SM302298__0__20170405_072000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-05 07:20:00","2017-04-05","07:20:00","07",5
"SM302298__0__20170405_073000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-05 07:30:00","2017-04-05","07:30:00","07",5
"SM302298__0__20170405_074000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-05 07:40:00","2017-04-05","07:40:00","07",5
"SM302298__0__20170405_075000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-05 07:50:00","2017-04-05","07:50:00","07",5
"SM302298__0__20170405_080000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-05 08:00:00","2017-04-05","08:00:00","08",5
"SM302298__0__20170405_081000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-05 08:10:00","2017-04-05","08:10:00","08",5
"SM302298__0__20170405_082000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-05 08:20:00","2017-04-05","08:20:00","08",5
"SM302298__0__20170405_083000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-05 08:30:00","2017-04-05","08:30:00","08",5
"SM302298__0__20170405_084000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-05 08:40:00","2017-04-05","08:40:00","08",5
"SM302298__0__20170405_085000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-05 08:50:00","2017-04-05","08:50:00","08",5
"SM302298__0__20170405_090000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-05 09:00:00","2017-04-05","09:00:00","09",5
"SM302298__0__20170405_091000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-05 09:10:00","2017-04-05","09:10:00","09",5
"SM302298__0__20170405_092000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-05 09:20:00","2017-04-05","09:20:00","09",5
"SM302298__0__20170405_093000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-05 09:30:00","2017-04-05","09:30:00","09",5
"SM302298__0__20170405_094000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-05 09:40:00","2017-04-05","09:40:00","09",5
"SM302298__0__20170405_095000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-05 09:50:00","2017-04-05","09:50:00","09",5
"SM302298__0__20170405_100000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-05 10:00:00","2017-04-05","10:00:00","10",5
"SM302298__0__20170405_101000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-05 10:10:00","2017-04-05","10:10:00","10",5
"SM302298__0__20170405_102000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-05 10:20:00","2017-04-05","10:20:00","10",5
"SM302298__0__20170405_103000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-05 10:30:00","2017-04-05","10:30:00","10",5
"SM302298__0__20170405_104000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-05 10:40:00","2017-04-05","10:40:00","10",5
"SM302298__0__20170405_105000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-05 10:50:00","2017-04-05","10:50:00","10",5
"SM302298__0__20170405_110000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-05 11:00:00","2017-04-05","11:00:00","11",5
"SM302298__0__20170405_111000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-05 11:10:00","2017-04-05","11:10:00","11",5
"SM302298__0__20170405_112000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-05 11:20:00","2017-04-05","11:20:00","11",5
"SM302298__0__20170405_113000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-05 11:30:00","2017-04-05","11:30:00","11",5
"SM302298__0__20170405_114000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-05 11:40:00","2017-04-05","11:40:00","11",5
"SM302298__0__20170405_115000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-05 11:50:00","2017-04-05","11:50:00","11",5
"SM302298__0__20170405_120000.wav",22050,1,32,110250,441058,"SM3","SM302298","2017-04-05 12:00:00","2017-04-05","12:00:00","12",5
